source	target
TAF10	HNRNPA1L2
TAF10	MGC24103*
TAF10	ADNP
TAF10	CHD6
TAF10	GUK1
TAF10	LAMTOR1
TAF10	LSM10
TAF10	PHKG2
TAF10	POLD4
TAF10	SYNGR2
TAF10	TMEM134
TAF10	TSHZ1
ITFG3	CRAT
ITFG3	MAP7D1
C11orf1	ABHD14B
C11orf1	SLC25A6
LMF2	HMG20B
MOAP1	LSR
MOAP1	PDCD2L
MOAP1	PCGF6
MOAP1	BBS12
MOAP1	CCNE1
MOAP1	SLU7
EIF3D	DHX15
EIF3D	CPNE1
EIF3D	DKC1
EIF3D	RAB5A
EIF3D	UBE2I
ECD	GNL2
STXBP3	WEE1
STXBP3	C9orf131
STXBP3	RFK
STXBP3	ADSS
STXBP3	AFTPH
STXBP3	AP3D1
STXBP3	C2CD5
STXBP3	CCAR1
STXBP3	FBXL3
STXBP3	GORAB
STXBP3	MDM1
STXBP3	MED23
STXBP3	MORC3
STXBP3	NUPL1
STXBP3	PDDC1
STXBP3	SENP7
STXBP3	TDP2
STXBP3	TUBGCP3
STXBP3	WNT7B
STXBP3	ZFYVE16
CBY1	CMSS1
CBY1	DCP1B
CBY1	EIF2D
CBY1	ZSCAN21
CBY1	BNIP1
CBY1	INTS10
CBY1	TMEM99
FAM127B	CBY1
CD79B	HLA-DOB
EFTUD1	CUL2
SERINC1	LINC00657
SERINC1	6-Mar
SERINC1	ANKIB1
SERINC1	C1orf27
SERINC1	C2orf69
SERINC1	EIF3G
SERINC1	ESYT2
SERINC1	KCTD18
SERINC1	MTMR12
SERINC1	OSBPL9
SERINC1	REEP5
SERINC1	SOCS4
GUSB	CNIH3
KDM1A	NUDC
KDM1A	THYN1
KDM1A	BUD13
KDM1A	PPP1R3G
KDM1A	NBAS
KDM1A	SF3B2
CRELD2	DDX41
FNDC4	LRRN4CL
PLEKHO2	MSC
PLEKHO2	PPP1R14B
PLEKHO2	ARHGEF26
PLEKHO2	GLIPR2
LACRT	SLC13A4
DYNLT3	NUDT9
DYNLT3	STAT5B
PSENEN	PSMB3
C1orf122	ZNHIT1
C1orf122	CETN2
C1orf122	LGALS1
C1orf122	CCDC51
RAB32	MCOLN1
YES1	CCDC158
YES1	RYK
YES1	ANKRD6
YES1	BTBD3
YES1	FAM127C
YES1	GOSR1
YES1	KALRN
YES1	LAYN
YES1	NEDD4
YES1	PPAPDC1A
YES1	PTGR2
YES1	PTPRK
TMEM251	SMIM20
HECA	ZBTB34
RPS6	RPS9
RPS6	RPL14
RPS6	RPL22
IMP4	SARS2
IMP4	C19orf24
IMP4	SRA1
IMP4	MED8
IMP4	POLR2L
FAM210B	IDH2
FKBP3	PGK1
ALOX5AP	HIST1H2AC
ALOX5AP	CLEC4E
ALOX5AP	KCNE3
ALOX5AP	TCF7L1
CSTA	CPPED1
MRPL21	MRPS22
AK6	NAA20
AK6	CPSF3
AK6	DARS
AK6	HAT1
GATSL3	EPS15L1
MRPS15	NDUFAB1
MRPS15	ATP5H
MRPS15	COQ9
MRPS15	MRPS26
MRPS15	LCOR
MRPS15	AIFM2
MRPS15	CPB1
MRPS15	LAMA4
MRPS15	NFU1
MRPS15	PNPLA4
MRPS15	UQCRH
TACO1	THNSL2
TACO1	TRAF1
HIGD2A	WDR83OS
HIGD2A	DCXR
HIGD2A	MPV17
HIGD2A	ABHD2
HIGD2A	COPZ1
HIGD2A	CTBP2
HIGD2A	FRYL
HIGD2A	NDUFB11
HIGD2A	SIPA1L2
HIGD2A	TRPT1
ARHGEF10	CDK5RAP2
MMP9	IL18BP
MMP9	ASPHD1
MMP9	CHI3L1
MMP9	CHIT1
MMP9	GDF15
MMP9	MMP7
MPC1	FAM49B
MICAL1	GGA1
MICAL1	TNFAIP2
RNF113A	REPS1
RNF113A	TIFA
POLE	HMGXB3
TNFAIP8L2	AOAH
TNFAIP8L2	LFNG
TNFAIP8L2	PPARD
ASMTL	COMTD1
RRS1	TRMT6
EMC10	CSTA
EMC10	LBP
SLC26A11	MAN1B1
UBE2S	EXOSC4
TMEM176B	TMEM176A
CKMT2	RASGRF2
C11orf96	RBM24
CXCL9	UBD
CXCL9	IDO1
CXCL9	CXCL11
UBE2E2	UCHL3
UBE2E2	ERI3
MISP	OR2W1
GBE1	TBL1Y
CCNH	PFDN2
CCNH	ABHD15
COMMD8	PCNA
COMMD8	ZNF579
COMMD8	EEF1E1
COMMD8	NPAS4
COMMD8	NRAS
COMMD8	OSBPL6
COMMD8	SLC22A17
SLC35F5	HIST1H4G
SLC35F5	ANKRD13C
SLC35F5	DCHS2
SLC35F5	RAB23
SLC35F5	RWDD4
SLC35F5	SCARNA20
SLC35F5	TMEM65
UBE2D4	NGRN
UBE2D4	BTD
UBE2D4	RBKS
UBE2D4	PIGV
UBE2D4	CYB5D2
UBE2D4	ADAMTS2
UBE2D4	AKR7A2
UBE2D4	B3GNT1
UBE2D4	BRE
UBE2D4	EXD2
UBE2D4	GSS
UBE2D4	HSPB8
UBE2D4	KCTD10
UBE2D4	MXRA7
UBE2D4	POLE3
UBE2D4	SERF2
UBE2D4	SLC25A26
UBE2D4	TM9SF1
SIPA1	MKL1
SIPA1	TSC22D4
ATP13A3	CNKSR3
ATP13A3	CDH20
ATP13A3	MOB1B
ATP13A3	STK38L
ANAPC4	ZNF350
DENND4B	SLC37A1
DENND4B	CSK
DENND4B	MADD
DENND4B	SH3BP2
DENND4B	SRRT
DENND4B	TRIM27
DENND4B	ZNF672
WDR19	NPHP3
WDR19	9-Sep
WDR19	ATP7B
WDR19	EPB41L5
KIAA1737	BRAP
KIAA1737	PLCE1
KIAA1737	PLD1
KIAA1737	SAV1
KIAA1737	ZNF331
GMPR	ITLN1
GMPR	EPB42
GMPR	OTUD7A
GMPR	MICAL2
UCHL3	CNTN6
UCHL3	RAB22A
PLCG2	ELMO1
CXCL10	CXCL9
CXCL10	UBD
CXCL10	IDO1
CXCL10	CXCL11
SELM*	RAB34
TESC	UBE2O
C1QC	C1QA
C1QC	C1QB
C1QC	C2
C1QC	COMT
C1QC	FOLR2
C1QC	GFRA2
C1QC	LGMN
C1QC	SLCO2B1
SLC41A1	PTH1R
SLC41A1	PABPC4L
SLC41A1	PPARA
COL15A1	MYLK
COL15A1	RBM20
COL15A1	WWTR1
SKIV2L2	MIOS
MRPL9	ELP4
MOB3A	PRRC2A
GZMA	GZMH
GZMA	GZMK
GZMA	CD2
GZMA	EOMES
GZMA	HOPX
GZMA	KLRG1
GZMA	LAG3
GZMA	PYHIN1
GZMA	THEMIS
LYRM5	MORN2
LYRM5	SMTNL1
LYRM5	LYPLAL1
NSDHL	SNX8
NSDHL	B9D1
RRP9	RER1
MFSD5	PDXP
MFSD5	CAMKK1
MFSD5	CD2BP2
MFSD5	NRIP1
HNRNPUL2	DNAJC7
HNRNPUL2	AGPAT6
HNRNPUL2	HNRNPR
HNRNPUL2	PTPRF
HNRNPUL2	SBF1
HNRNPUL2	YAP1
TRMT11	ARMCX5
TRMT11	CENPC
TRMT11	TRMT10C
GEM	ADAMTS18
CRAT	CCDC92
CRAT	SHPK
CAPZB	RNF220
CAPZB	ZNF543
KIAA0196	CTR9
KIAA0196	PGLYRP2
KIAA0196	PRLH
KIAA0196	MMEL1
KIAA0196	GLT8D1
SNRNP25	POLR3K
ISCA2	SFT2D1
ISCA2	MRPL9
ISCA2	TMEM42
ISCA2	BNIP1
ISCA2	MLXIP
TSR3	MRPL28
HOOK2	ADSSL1
HOOK2	ALDH18A1
HOOK2	ARHGEF40
HOOK2	C9orf91
HOOK2	DIP2C
HOOK2	ELMOD3
HOOK2	MED8
HOOK2	MMP19
HOOK2	NEO1
HOOK2	SLC5A6
IL17D	CYS1
PARP16	MMP8
MYL4	USP32
TPD52L1	RAPGEF5
TPD52L1	SHISA3
USE1	NUPR1
USE1	ADI1
USE1	CHMP4A
ACTL6A	GPATCH2L
ACTL6A	RBM28
CLASRP	SLC25A29
CLASRP	U2AF1
SRPX	CPXM1
SRPX	C7
SRPX	ENPP2
SRPX	PODN
EIF1AY	UBR4
EIF1AY	TBX1
MZT2B	SIVA1
MZT2B	MZT2A
MZT2B	SSR4
MZT2B	RPS15
MZT2B	C6orf48
MZT2B	PRDX5
CENPW	CCNB1
SOX18	SNAI1
SOX18	IER2
SOX18	EPHA2
SOX18	HES1
SOX18	NRARP
SOX18	SOX7
IFT27	SHISA4
BOLA1	ZNF32
BOLA1	MRPL32
BOLA1	CKAP4
BOLA1	IMMP2L
BOLA1	NGDN
HMBS	ATP5G1
POLR2G	DIABLO
POLR2G	ALKBH7
POLR2G	CD58
POLR2G	RFC3
SAT2	RBM4B
SAT2	RANGRF
SAT2	C1orf50
SAT2	DNAL4
SAT2	MTERFD3
SAT2	TMEM18
ABCF1	EIF3B
ABCF1	WBP2
PSMC6	FAM47B
PSMC6	NXT2
PSMC6	POMT1
PSMC6	RIMS2
CCL3	YPEL4
TRAPPC6A	GET4
TRAPPC6A	METTL3
TRAPPC6A	PEX16
TRAPPC6A	SLC5A9
TRAPPC6A	UBAC2
TRAPPC6A	YBEY
NSMCE2	KLHDC2
N6AMT2	DHRS7B
N6AMT2	FAM50B
N6AMT2	TIPIN
N6AMT2	PCP2
N6AMT2	RBKS
N6AMT2	AP3S1
N6AMT2	TCEAL4
N6AMT2	CELSR3
N6AMT2	CLN5
N6AMT2	DPH5
N6AMT2	METTL13
N6AMT2	NHLRC1
N6AMT2	NTPCR
N6AMT2	PACRGL
N6AMT2	PNPT1
N6AMT2	SMIM11
LAS1L	PAN2
LAS1L	C20orf197
C3AR1	DHRS9
C3AR1	MSANTD3
C3AR1	BLNK
C3AR1	GPR137B
C3AR1	FPR3
C3AR1	FTL
C3AR1	GCNT1
C3AR1	LILRB4
C3AR1	NPC2
C3AR1	PLEKHB2
C3AR1	PTPRO
C3AR1	RUNX1
C3AR1	SLC18B1
C3AR1	TMEM206
CMC2	GABRA2
VLDLR	MYZAP
VLDLR	AMIGO2
VLDLR	DHDDS
VLDLR	FAM63A
VLDLR	KAZN
VLDLR	TENM4
VLDLR	UNC13C
IFT122	CRY2
RNASE6	CECR1
EXO1	MEIOB
EXO1	DPYSL5
THBS4	HIGD1B
MIER2	C2CD4C
ACOX2	IGSF10
ACOX2	HEATR5B
ACOX2	LMAN2L
ACOX2	PAAF1
MFAP1	TRAF6
MFAP1	ZNF202
PET112	LANCL2
NDUFB1	ATP5I
NDUFB1	NDUFAF2
NDUFB1	COX6C
NDUFB1	DAP3
NDUFB1	NDUFB8
ABRACL	NPR2
RCVRN	SPDEF
C3orf14	SAMD13
C3orf14	TBC1D32
C3orf14	MLF1IP
CTRC	DNAJC22
CTRC	HIST3H2BB
CTRC	OVOL1
WDR83	HSD11B1L
ELOF1	TSTA3
AMZ2	ZMYND12
FBP1	SLC16A10
TPST2	GPR88
TPST2	GPX1
TPST2	ZCWPW1
NIT2	C15orf61
NIT2	CCS
NIT2	GADD45B
NIT2	PARP2
ANG	NUPR1
ANG	TUSC1
ANG	BTG3
ANG	FBXL12
ANG	METTL12
ANG	TMEM42
ANG	ADH1C
ANG	DNAJB12
ANG	OBFC1
ANG	TMEM106C
ANG	UBP1
ANG	ZSWIM6
C10orf99	SRRM3
C10orf99	MAP3K15
ELF4	BCL3
MDFI	SH3BP5
PI3	FBXL13
PI3	WDR76
NXT1	INPP1
NXT1	PPRC1
NXT1	GTPBP2
NXT1	YRDC
C12orf10	KRTCAP2
C12orf10	ASMTL
C12orf10	HIRIP3
C12orf10	EIF2B5
C12orf10	NUP85
TM2D1	TCEAL1
ZW10	DMRTA1
ZW10	SLC16A1
CRIP1	CLEC3B
CRIP1	TNFAIP6
CRIP1	FAM102B
CRIP1	SFXN3
ARHGAP30	DIAPH1
TSEN54	C17orf59
TSEN54	PAFAH2
SF3A2	CDCA5
POP5	IL17RA
POP5	C7orf49
POP5	NUDT5
LPHN1	C9orf91
ANAPC1	SPINK13
FCN1	VSTM1
FCN1	NLRP12
FCN1	CCR2
UBE2L6	IFIT3
UBE2L6	GSDMD
UBE2L6	OAS2
UBE2L6	SLC12A7
LRRC32	C11orf96
LRRC32	ARHGAP23
LRRC32	LHX6
LRRC32	SPNS2
TEX2	CENPN
TEX2	CNP
TEX2	KIAA1522
TEX2	NDRG3
TEX2	SETD3
CYP4X1	CYP4Z1
DONSON	ADRA1B
PDCD2L	BRAP
PDCD2L	CDNF
TAF4	ZNF862
TAF4	BCORL1
TAF4	NIPA1
NDUFS8	TUBG1
NDUFS8	PEPD
NDUFS8	FAH
NDUFS8	ISOC2
NDUFS8	NDUFB10
NDUFS8	NUDT8
NDUFS8	CDK19
NDUFS8	PPP1R1A
MMADHC	GAK
MMADHC	RB1CC1
NPM3	DDX31
POLE4	FAM229B
TMEM160	PARD6A
TMEM160	MAD2L2
TMEM160	MIF4GD
TMEM160	DEF8
TMEM160	DNLZ
ACN9	HMGN5
ACN9	ETV3
BLOC1S4	NR0B2
BLOC1S4	AMPD1
BLOC1S4	CSMD3
BLOC1S4	LYPD6
DPM3	SIVA1
DPM3	CCDC12
DPM3	NDUFA2
DPM3	C6orf226
DPM3	CHCHD5
DPM3	STRA13
DPM3	LAMTOR5
DPM3	C1orf123
DPM3	CHCHD2
DPM3	MRPL17
FAM174A	DNAAF2
FAM174A	SSC5D
FAM174A	NGB
FAM174A	ACTR6
FAM174A	EGLN1
FAM174A	GPRIN1
FAM174A	ZRANB2
NAA35	C17orf75
NAA35	CHAD
NAA35	PODXL2
NAA35	ANGEL2
NAA35	EXOSC3
NYNRIN	LRCH2
NYNRIN	TSPAN18
GLCE	POLR3B
PLAC1	TCL1B
PLAC1	ATRNL1
HHEX	FAM60A
HHEX	GRAMD1C
HHEX	SYNJ2
ACTA2	C11orf96
ACTA2	CACNA1H
ACTA2	ACTG2
ACTA2	CACNA1A
ACTA2	EDIL3
ACTA2	PDE5A
ACTA2	RBM24
ACTA2	SYNPO2
ACTA2	SYTL2
HIRIP3	MORC2
GNG11	GPR160
PLEKHO1	TYMP
PLEKHO1	MAP3K14
PLEKHO1	MBTPS2
PLEKHO1	TAGLN2
MAD2L2	SQRDL
CCDC43	SOCS4
TRAPPC5	ZDHHC12
TRAPPC5	C4orf48
TRAPPC5	CYBA
TRAPPC5	FOXJ2
TRAPPC5	GEMIN7
TRAPPC5	SPCS3
L3MBTL2	RRP9
L3MBTL2	JRK
L3MBTL2	YIPF3
PCDH12	TNFRSF4
PCDH12	BCL6B
PCDH12	MMP15
PCDH12	NID2
PCDH12	NMNAT2
PCDH12	PALD1
PCDH12	PCDH17
PCDH12	RASGRP3
PCDH12	TNFAIP8L1
CMC1	BLOC1S4
CMC1	C8orf47
CMC1	CHST6
CMC1	DPH3
CMC1	TDP2
FGR	CD300A
FGR	DPEP2
FGR	RNF214
FGR	CD97
FGR	CMTM6
FGR	EFHD2
FGR	MICAL2
FGR	THEMIS2
C8orf82	TSR3
EMID1	DLK2
EMID1	FOXB2
EMID1	ADAT3
EMID1	C18orf56
EMID1	NOS1AP
EMID1	PPFIA4
IDNK	RIC8B
TRPC1	RNF103
TRPC1	BBS2
TRPC1	RABL2A
TRPC1	CDK2AP2
TRPC1	CEP95
TRPC1	FANCL
TRPC1	FZD6
TRPC1	GPRASP1
TRPC1	PLEKHH2
TRPC1	PNISR
TRPC1	PON3
TRPC1	TTC17
TRPC1	ZNF10
IL2RB	PVRIG
IL2RB	CD160
TNNI3	BPIFB4
SMN2	NAIP
CXCL17	GPR179
HCST	KBTBD8
HCST	PPP1CA
RBP7	PPP1R35
AVEN	PSME3
STUB1	FAM50A
METTL23	THAP11
METTL23	ZNF479
METTL23	TDP1
ZNHIT3	TMEM243
ZNHIT3	HDDC3
ZNHIT3	KLHL36
ZNHIT3	MED28
ZNHIT3	TM2D3
DYNC2H1	HOXB8
DYNC2H1	OSGIN2
DYNC2H1	ALDH1A1
HOXB7	MARK4
HOXB7	ALG5
HOXB7	INPP5A
HOXB7	KDELR1
HOXB7	PSMB1
PALB2	ZNF416
C1orf51	NFIL3
C1orf51	TEF
REN	TIMD4
COPZ2	CFD
COPZ2	PPP1R36
COPZ2	SETMAR
TAZ	ZNF589
ALDH6A1	BHLHE40
ALDH6A1	NIPSNAP3B
ALDH6A1	CTH
ALDH6A1	ARPC2
ALDH6A1	ACAT1
ALDH6A1	2-Mar
ALDH6A1	ARG2
ALDH6A1	KIAA0930
ALDH6A1	LIN52
ALDH6A1	PDP2
ALDH6A1	PPARA
ALDH6A1	VEGFA
ALDH6A1	ZNF334
CREB3	TFG
CREB3	PSMC3
CREB3	WDR34
CREB3	DHRS1
CREB3	TMEM187
CREB3	UBE2D4
CREB3	FDX1L
CREB3	C10orf11
CREB3	PTRH1
CREB3	STX4
CREB3	SIL1
CREB3	SLC2A8
CREB3	ZNF107
CREB3	AARS
CREB3	ANKLE2
CREB3	CTTN
CREB3	ELOVL1
CREB3	KIF9
CREB3	NLE1
CREB3	PDE8A
CREB3	PPIA
CREB3	TM9SF1
CREB3	UROD
CREB3	XPNPEP1
CREB3	ZBTB18
STX8	PIFO
MALSU1	BOLA1
MALSU1	CENPV
MALSU1	MRPS22
MALSU1	MRPL46
MALSU1	SLC35G2
MALSU1	TIMM10B
GCHFR	ST3GAL6
DVL1	KCNQ4
IL17RB	CLDN14
NCF4	CR1
NCF4	HSPBAP1
NCF4	RASSF2
RBFA	IMP4
RBFA	MIPEP
RBFA	ACOX3
RBFA	CCDC51
RBFA	ACAD9
RBFA	CRKL
RBFA	GRHPR
RBFA	PARP3
RBFA	TMEM259
RBFA	UQCC1
RBFA	WDR18
EMILIN2	SLC17A9
EMILIN2	FABP3
EMILIN2	FAM46A
EMILIN2	NAGA
EMILIN2	ST14
EMILIN2	STK32B
CCDC84	DAZAP1
CCDC84	ZFYVE28
HERC6	DHX58
WDR70	ZNF622
CTXN1	ONECUT3
CARD11	SPATA25
FNDC1	CPXM1
FNDC1	ADAMTS16
FNDC1	CILP
NOL7	CEBPZ
NOL7	ARL3
NOL7	BRIX1
NOL7	HDAC2
NOL7	RSL1D1
NOL7	SIDT2
NOL7	SMAD4
LRRC40	PAWR
LRRC40	TSKS
CD3D	PTPRCAP
CD3D	NKG7
CD3D	GZMM
CD3D	PVRIG
CD3D	CD3G
CD3D	RASAL3
CD3D	BCL11B
CD3D	CD2
CD3D	1-Sep
CD3D	CCL5
CD3D	CD5
CD3D	CD6
CD3D	CD96
CD3D	GNLY
CD3D	ITGB7
CD3D	LCK
CD3D	PRKCQ
CD3D	SAMD3
CD3D	SH2D1A
CD3D	SKAP1
CD3D	SLAMF6
CD3D	SLC38A1
CD3D	TBC1D10C
CD3D	TMC8
CD3D	ZAP70
MAPK8IP1	KCNC1
REEP6	ICA1
PDZK1IP1	TESC
PTRH1	MOK
GSN	CFD
GSN	AOX1
GSN	CAB39L
GSN	MUM1
GSN	SCD
GSN	SERPING1
GSN	USP44
CTSG	TPSAB1
CTSG	CPA3
CTSG	CMA1
CTSG	HDC
CTSG	C1orf186
LYL1	PDZK1IP1
LYL1	ELP3
MYZAP	COPRS
MYZAP	ITGA1
MYZAP	BLCAP
MYZAP	GLYAT
MYZAP	MARK1
MYZAP	PDZD2
MYZAP	QDPR
EMX2	LRRC16A
EMX2	BACE2
EMX2	DZIP1
EMX2	MASP1
EMX2	TMEM8B
ETFB	AAMDC
ETFB	GSTZ1
ETFB	POLDIP2
SRPX2	PXDC1
SRPX2	CHST3
C14orf80	DISP2
C14orf80	GUCY2D
C14orf80	LCE1B
C14orf80	SERPINA11
C14orf80	SNORA10
C14orf80	DOK1
C14orf80	FAM115C
C14orf80	FGF9
C14orf80	NOTUM
C14orf80	PCSK1N
C14orf80	POLR3D
C14orf80	TBX6
C14orf80	ZNF85
SAAL1	ZZZ3
AGR3	MST1R
TBC1D8	SQRDL
TBC1D8	ARRDC2
TBC1D8	AGPAT4
TBC1D8	ATP1A1
TBC1D8	CELSR1
TBC1D8	MEGF6
TBC1D8	UPP1
HOXB9	B4GALNT1
HOXB9	CDC6
ABHD14A	NDN
ABHD14A	PRMT7
TTC13	POLR3C
C14orf79	VWA5B2
PLTP	HSD17B14
ENHO	MAPK8IP2
SLC24A3	CLIC6
SLC24A3	ZBED3
SLC24A3	DECR2
SLC24A3	AMOT
SLC24A3	CALM1
SLC24A3	LAMB3
SLC24A3	PNMAL2
SLC24A3	PSMD1
SLC24A3	SPARC
CPXM1	FMO1
FTSJ2	CHRNB1
FTSJ2	NUP35
FTSJ2	SRBD1
MEOX2	C2orf40
MEOX2	NOSTRIN
MEOX2	TMCC3
ZNF580	ABHD14B
DYRK1B	FZD10
ZDHHC12	KIAA1549L
SAMD9	COPZ2
SAMD9	DDX60L
SAMD9	PTK2B
SAMD9	SYT11
DNAAF2	USP46
DOCK2	EVI2A
DOCK2	DOK2
DOCK2	1-Mar
DOCK2	AIF1
DOCK2	CYBB
DOCK2	PIK3CG
DOCK2	PTGER4
DOCK2	SIDT1
DOCK2	SYK
DOCK2	TBXAS1
DOCK2	TET3
DOCK2	ZC3H12D
NFE2	NLRP12
NFE2	RGL4
NFE2	SEMA4F
JAG2	TEAD4
JAG2	ISLR2
DHRS9	ABCC5
DHRS9	LAMP3
DHRS9	TXLNB
NUP133	BBS10
NUP133	C11orf57
NUP133	CCDC170
NUP133	GSPT2
NUP133	METTL13
NUP133	NOL10
NUP133	SMU1
NUP133	ZNHIT6
PBK	C7orf69
APOBEC3C	STX6
NKIRAS1	HOXA10
NKIRAS1	ABI3
NKIRAS1	ACPP
NKIRAS1	LYSMD1
NRAP	S100A5
ZNF581	ZNF282
SACS	ACPL2
SACS	CXorf57
SACS	MBOAT1
SACS	SMC6
SACS	SOCS1
SWI5	MRPL40
SWI5	MRPS17
GPR146	AKAP1
GPR146	CXADR
GPR146	PHKA2
GPR146	TPMT
GSTA1	OR1B1
GSTA1	DCAF15
TMEM179B	PSMG3
CYB5R4	DOCK8
CYB5R4	SMCO4
TMEM256	HSD17B8
TMEM256	RARRES2
TMEM256	TMEM42
TMEM256	C11orf83
MED30	PRSS36
PHOX2A	ADAD1
PHOX2A	TFR2
PHOX2A	RSPO2
PHOX2A	KRT79
PHOX2A	IGFL4
PHOX2A	WFDC13
PHOX2A	HAO1
PHOX2A	SPATA31B1
PHOX2A	CHMP4C
PHOX2A	ANKRD33
PHOX2A	EPGN
PHOX2A	PLCH1
PHOX2A	RGSL1
PHOX2A	SLC13A5
NACAD	ZNF804A
NACAD	AMIGO1
IFIH1	YEATS2
IFIH1	IFIT5
IFIH1	OAS3
IFIH1	RSAD2
PRRG1	TRMT12
PRRG1	HDGF2*
DDX60L	TRIM25
ENKD1	LMLN
ENKD1	ENPP2
ENKD1	TMEM39B
CNIH2	TLDC2
SLC22A4	CDK5R1
ZDHHC1	TTBK1
ZDHHC1	C20orf202
FBXW4	RADIL
FBXW4	TBC1D9B
NUDCD2	SMIM19
NUDCD2	CKS1B
GCNT3	TXNDC2
FBXO8	RNF14
MBIP	RRAGB
TMEM55A	ARMCX1
CHCHD1	RPS19BP1
CHCHD1	MRPL13
CHCHD1	NSMCE4A
CHCHD1	PHF15
HDAC10	MASTL
HDAC10	SPACA4
HDAC10	BARX1
HDAC10	DOK7
HDAC10	PKN1
HDAC10	HES7
HDAC10	WNT9A
HDAC10	POMK
HDAC10	GP5
HDAC10	KIRREL3-AS3
HDAC10	CYB5RL
HDAC10	FANK1
HDAC10	BVES
HDAC10	C11orf35
HDAC10	C2CD2L
HDAC10	CDCP1
HDAC10	DNAJB13
HDAC10	FAM109A
HDAC10	FDXR
HDAC10	FETUB
HDAC10	HOMER1
HDAC10	KCNJ11
HDAC10	KRTAP12-4
HDAC10	KRTAP5-1
HDAC10	OSBPL5
HDAC10	PHEX
HDAC10	PLAGL2
HDAC10	SMARCAD1
HDAC10	SUFU
HDAC10	TAOK2
MMP12	CHRNA1
RP2	CYB5R4
RP2	BST1
RP2	CSGALNACT2
RP2	POU6F2
RP2	NAT1
RP2	ACAP2
RP2	ADSS
RP2	DLEU2
RP2	FAM96A
RP2	HSBP1
RP2	NHLH2
RP2	PELI1
RP2	RAB8B
RP2	SGTB
RP2	SLC36A4
RP2	SNAP23
RP2	SOD2
RP2	ZNF267
TUSC1	SULF1
TUSC1	TMEM41A
MRPS22	C18orf21
MRPS22	MRPS31
MRPS22	MRPL32
LRTM1	VRTN
TRMT5	MBIP
TRMT5	RWDD2A
TRMT5	LRRC28
TRMT5	SDHA
CD300A	GPR65
CD300A	CARD9
CD300A	PARP15
CD300A	ARAP2
CD300A	LYAR
CD300A	PTPN2
CD300A	RPS6KA1
CD300A	SLC16A3
ZNF227	ZNF484
CEND1	C9orf50
PMM1	MRPS2
PMM1	SDHAF1
PMM1	SAT2
PMM1	MLYCD
PMM1	ACP6
PMM1	ANG
PMM1	MALSU1
PMM1	IRX1
PMM1	MRPS31
PMM1	MRPL10
PMM1	C1orf50
PMM1	MPST
PMM1	MRPS18A
PMM1	ADCK3
PMM1	BFAR
PMM1	CBS
PMM1	EIF4EBP1
PMM1	FDFT1
PMM1	HEMK1
PMM1	LARP6
PMM1	PAIP2B
PMM1	PCDHB2
PMM1	SAP30BP
PMM1	TCEA3
PMM1	TMEM25
GSKIP	SNORA4
CIR1	ABAT
GZMB	LGR6
ILK	RRAS
ILK	CALCOCO1
ILK	PTEN
DTX1	LDOC1
DTX1	ZNF608
FAM173A	CHCHD6
FAM173A	GTF2H4
C10orf76	HDAC11
CITED4	IGSF8
DPEP2	SLC22A15
ARHGEF25	FKBP10
EPB42	KLF1
EPB42	MSH6
EPB42	SRRD
UAP1	PROCR
MYH1	MYH2
CDKN2D	STK38
CDKN2D	OAZ2
POLB	ARHGAP19
CST7	GZMA
CST7	P2RY8
CST7	SH2D2A
TMEM147	TBCB
TMEM147	PSENEN
TMEM147	IFT27
TMEM147	UBAC1
TMEM147	C19orf70
TMEM147	COMMD4
TMEM147	IFT43
TMEM147	CCT3
TMEM147	DPAGT1
TMEM147	EIF6
TMEM147	IMP3
TMEM147	KPNB1
TMEM147	LINC01000
TMEM147	MPG
TMEM147	MYL6
TCEAL3	TCEAL6
VPS16	INPPL1
VPS16	SLC26A6
VPS16	TWF2
STEAP1	STEAP2
ZSCAN9	DNAJC27
LY75	CCL4
LY75	SERPINB1
LY75	CLEC2D
LY75	SERPINB9
LY75	TOX
LY75	WDR37
FREM1	DGKI
FREM1	ECM2
FREM1	IL20RB
IRX1	MAB21L1
IRX1	HOXC9
IRX1	ADCY2
IRX1	DKK2
IRX1	IRX2
IRX1	PRIMA1
IRX1	SLITRK4
PHF7	CCDC158
TUBB2B	PTPRZ1
CTSL	ANGPTL4
CTSL	RAB20
CTSL	CBR3
CTSL	CCRL2
CTSL	PLIN2
CTSL	SDC4
CTSL	SLC3A2
GSTO1	AKR1B1
GSTO1	MANF
GSTO1	SEC11C
GSTO1	C9orf89
GSTO1	GLA
GSTO1	PEG3
GSTO1	PRND
GSTO1	RIPK2
GSTO1	SLC2A11
UGCG	LAGE3
TTLL1	OR8K1
TTLL1	VWA1
DEAF1	E4F1
DEAF1	SLCO5A1
NKG7	GZMA
NKG7	MYBL1
NKG7	S1PR5
NKG7	ARL4C
LIN28A	ABLIM2
CCR1	DOK2
CD247	BPI
CD247	FASLG
CD247	NUP210
MAN2A1	PLIN3
ZNF354A	TIGD1
ZNF354A	CHODL-AS1
CD27	TMEM125
RAB20	IFNGR2
AGPAT9	SLIT2
AGPAT9	LIN7A
AGPAT9	ADCY7
AGPAT9	MAP3K5
AGPAT9	SEMA3B
AGPAT9	SPON2
FRAT2	NUP50
MESP1	PLEKHJ1
MESP1	ISOC1
MESP1	TSTD1
MESP1	S100A1
MESP1	DDT
MESP1	TMEM120A
MESP1	PECR
MESP1	ABCC1
MESP1	CYB5A
