source	target
PFDN5	TBCC
PFKFB2	PDGFRA
PFKFB3	BOK
PFKFB3	GLUL
PFKFB3	IRS2
PFKFB3	SLC25A25
PFKFB3	TBX15
PFKFB4	RPGRIP1
PFKFB4	CR2
PFKFB4	SPTLC3
PFKL	TMEM14E
PFKL	CTDSP1
PFKL	MVK
PFKL	PYCR2
PFN1	LRIG2
PGBD2	MTRF1
PGD	ABCB6
PGGT1B	ZNF92
PGGT1B	ZNF146
PGK1	COA1
PGK1	KCNJ14
PGM1	RBP4
PGM1	ETFB
PGM1	KANK1
PGM1	NTM
PGM1	RFTN1
PGRMC1	NDUFAF7
PGRMC1	STX11
PGRMC2	ASAP2
PGRMC2	GPR125
PGRMC2	LMO4
PGRMC2	NMT2
PGS1	NT5C1A
PGS1	GALR2
PGS1	RNF168
PGS1	FAM194B
PGS1	TARM1
PGS1	EVX2
PGS1	RTN4RL2
PGS1	SKP2
PHACTR2	ACBD3
PHACTR2	FAM13B
PHACTR2	GIGYF2
PHACTR2	HTATSF1
PHACTR2	MACF1
PHACTR2	SSH1
PHACTR2	TGFBR2
PHAX	LARP4
PHB	CYCS
PHB2	GNAS
PHB2	MRPL4
PHB2	SNRPA
PHB2	UQCRC1
PHC1	MMP11
PHC2	CEBPD
PHF12	CHAMP1
PHF2	ATE1
PHF20	USP28
PHF20L1	LCOR
PHF20L1	CWF19L2
PHF20L1	KAT6A
PHF20L1	MDM4
PHF20L1	PWWP2A
PHF3	TAF1D
PHF3	AASDH
PHF3	GXYLT1
PHF3	PCMTD1
PHF3	RSBN1
PHF3	THAP6
PHF3	TOR1AIP1
PHF6	CDC42EP5
PHF6	PIAS4
PHF6	C9orf85
PHF6	ZNF432
PHF6	SPANXN2
PHF6	DRGX
PHF6	DUSP19
PHF6	KCNN1
PHF6	NAP1L3
PHF6	SEMA6B
PHF6	SLC38A9
PHF6	SRCIN1
PHF6	SUMO1
PHF6	TMEM67
PHF6	ZNF549
PHF6	ZNF567
PHIP	UBE2E2
PHIP	ARID3A
PHIP	GON4L
PHIP	LTBP1
PHIP	NDFIP1
PHIP	SART3
PHIP	ZNF292
PHIP	ZXDC
PHKA1	MOB3B
PHKB	ARSG
PHLPP1	SPRY2
PHLPP1	GPRASP1
PHOSPHO1	TLR9
PHOSPHO1	APC2
PHOSPHO1	SF3A2
PHOSPHO1	LIME1
PHOSPHO1	C19orf77
PHOSPHO1	CD3E
PHOSPHO1	NCR3
PHOSPHO1	HIST1H4H
PHOSPHO1	HOXB1
PHOSPHO1	MYO7B
PHOSPHO1	ASXL2
PHOSPHO1	C17orf67
PHOSPHO1	C1orf106
PHOSPHO1	COL11A2
PHOSPHO1	CXCR5
PHOSPHO1	FERMT1
PHOSPHO1	FETUB
PHOSPHO1	FKBP8
PHOSPHO1	LRRC3
PHOSPHO1	MNT
PHOSPHO1	MTFP1
PHOSPHO1	OSBP2
PHOSPHO1	PAPPA2
PHOSPHO1	TAS1R1
PHOSPHO1	ZNF497
PI16	FNDC5
PI16	WNT2
PI4KB	NCOR2
PIAS2	CAMKMT
PIAS2	HELB
PIAS2	LANCL2
PIAS2	RHBDD1
PIBF1	CTRB2
PIBF1	CCDC104
PIBF1	KRBOX4
PIBF1	KIAA1324L
PIBF1	DDX55
PIBF1	ICA1L
PIBF1	IQCK
PIBF1	TBX18
PIBF1	WDR44
PICALM	RNASEH1
PICALM	NT5C3A
PICALM	CMPK1
PICALM	CSE1L
PICALM	GDI2
PICALM	HMGCS1
PICALM	MRPS10
PICALM	NAP1L4
PICALM	NUCKS1
PICALM	PPP1CB
PICALM	RAD23B
PICALM	TNPO1
PIGA	OR5AS1
PIGK	RBPJL
PIGT	CSNK2B
PIGT	DCAKD
PIGT	PINK1
PIGT	RNPS1
PIGT	TINF2
PIGU	LEPREL4
PIGU	NFATC4
PIH1D1	C12orf10
PIH1D1	ENKD1
PIH1D1	CTNNBL1
PIH1D1	IHH
PIH1D1	LHFP
PIH1D1	PEX11B
PIH1D1	TGIF1
PIK3AP1	VAMP8
PIK3AP1	FCER1G
PIK3AP1	RNASE6
PIK3AP1	LY86
PIK3AP1	CD180
PIK3AP1	LILRA6
PIK3AP1	NCKAP1L
PIK3AP1	CD33
PIK3AP1	CTSS
PIK3AP1	CYTH4
PIK3AP1	GLIPR1
PIK3AP1	GPR183
PIK3AP1	IQGAP2
PIK3AP1	ITGAM
PIK3AP1	NAGA
PIK3AP1	PLEK
PIK3AP1	SAMHD1
PIK3AP1	TRIM14
PIK3CB	ZNF41
PIK3CD	SIPA1
PIK3CD	DEDD2
PIK3CD	ATP2A3
PIK3CD	CDC42SE1
PIK3CD	IL16
PIK3CD	LRP10
PIK3CG	TNFSF8
PIK3R3	GPR4
PIK3R3	SLCO2A1
PIK3R5	ARHGAP27
PIK3R5	ARHGAP4
PIK3R5	CACNA2D3
PIK3R5	GMIP
PIK3R5	PMAIP1
PIK3R5	UBASH3B
PIK3R5	VAV1
PILRA	MAPKAPK3
PIM1	RILPL2
PINK1	FBXW4
PIP4K2A	C8orf58
PIP4K2A	EIF2B4
PIP4K2A	YWHAZ
PIP5K1A	ZP4
PIP5K1C	GAS2L1
PIP5KL1	OTOP1
PIP5KL1	LINC00885
PIP5KL1	DEFA5
PITHD1	CHMP4B
PITHD1	SERPING1
PITRM1	OR8S1
PITX1	PDYN
PJA1	FAHD2A
PJA1	ETV6
PJA1	GYG2
PJA1	HBP1
PJA1	LIPE
PJA1	MAOB
PJA1	SSPN
PJA2	CTSO
PJA2	FBXW11
PJA2	TAF9B
PJA2	TMED7
PJA2	YTHDF3
PKIG	SAP30BP
PKIG	VGLL4
PKM	LYPLA1
PKMYT1	C10orf55
PKMYT1	C19orf35
PKN2	DTL
PKNOX2	MSLN
PKNOX2	ZNF446
PKNOX2	MGAT5B
PKP1	WFS1
PKP1	CAMTA1
PKP2	CHKA
PKP4	PTPRM
PLA2G12A	CHD2
PLA2G16	ADRA1A
PLA2G16	AR
PLA2G16	ARRB1
PLA2G16	HOXC8
PLA2G16	SPIN1
PLA2G1B	GPR82
PLA2G1B	DEPDC4
PLA2G1B	OPA3
PLAC8	EMR1
PLAC8	SERINC5
PLAGL1	CCM2
PLAGL1	TPST1
PLAGL1	PFDN4
PLAT	RYR3
PLAT	CPXM2
PLAU	TRIM47
PLAU	DDIT4L
PLAU	CCRL2
PLAU	FAM57A
PLAU	SRGAP2
PLCB2	MCOLN2
PLCB2	SLC16A5
PLCB2	TMEM91
PLCB4	KLHL3
PLCB4	LRRC1
PLCG1	USP49
PLCL1	NHS
PLCXD1	FTH1
PLEK	CLECL1
PLEK	ARPC2
PLEKHA1	SPDL1
PLEKHA1	TTC13
PLEKHA1	STX2
PLEKHA1	PMPCA
PLEKHA1	SIPA1L1
PLEKHA1	TCEAL6
PLEKHA5	KDELC2
PLEKHA5	FAM126A
PLEKHA5	HGSNAT
PLEKHA5	MEIS1
PLEKHA5	NCOA7
PLEKHA5	PAPPA
PLEKHA5	RAB9B
PLEKHA5	RBFOX2
PLEKHA5	RPL37
PLEKHA5	SCD5
PLEKHA5	TENM1
PLEKHA5	ZNF532
PLEKHB2	LINC00313
PLEKHG1	NOSTRIN
PLEKHG1	PLXNA2
PLEKHG1	SOX7
PLEKHH2	DYNC2LI1
PLEKHM2	POLD1
PLEKHM2	LTBP3
PLEKHM2	LTBR
PLEKHN1	JOSD2
PLEKHN1	ZNF296
PLEKHN1	LINC01002
PLEKHN1	GTPBP1
PLEKHN1	PCNXL2
PLEKHN1	SRD5A1
PLIN1	EI24
PLK1S1	NAE1
PLK1S1	TRPC1
PLK1S1	FAM184A
PLK1S1	FAM200A
PLK1S1	ANK3
PLK1S1	DHFRL1
PLK4	GDPD4
PLN	ACTA2
PLN	RERGL
PLN	CASQ2
PLN	CNN1
PLN	ENTPD3
PLN	FHL5
PLN	MYOCD
PLN	NPNT
PLN	PIP5K1B
PLN	REEP1
PLN	SCN3A
PLOD3	SEC16A
PLS3	JAG1
PLS3	PLK2
PLS3	RCAN1
PLSCR4	ANTXR2
PLSCR4	DHX40
PLSCR4	PDK4
PLSCR4	RRN3
PLVAP	NPDC1
PLVAP	SCARB1
PLXNB1	B4GALT5
PLXNC1	LTA4H
PLXNC1	LRMP
PLXNC1	NAAA
PMEPA1	LOXL1
PMEPA1	KLHDC8B
PMEPA1	VLDLR
PMEPA1	TPST2
PMEPA1	MDFI
PMEPA1	MYZAP
PMEPA1	EFCAB3
PMEPA1	BLCAP
PMEPA1	AKIRIN2
PMEPA1	C5orf64
PMEPA1	C9orf91
PMEPA1	CARS
PMEPA1	CTSC
PMEPA1	DAPK1
PMEPA1	DGAT2
PMEPA1	DUSP14
PMEPA1	HSPA12A
PMEPA1	KANK4
PMEPA1	LDLRAD4
PMEPA1	LIMCH1
PMEPA1	NEIL2
PMEPA1	PHLDB1
PMEPA1	PLXNA4
PMEPA1	PRKCD
PMEPA1	SMAD7
PMEPA1	SRCRB4D
PMEPA1	STC1
PMEPA1	TNFRSF25
PMP22	CLDND1
PMPCB	OR6C4
PMVK	DDAH2
PMVK	ARFRP1
PMVK	C19orf10
PMVK	DEXI
PMVK	DOK1
PMVK	FADD
PMVK	JMJD8
PMVK	KCTD11
PMVK	LAMP1
PMVK	PSMB5
PMVK	SIN3B
PNISR	CPSF6
PNISR	PCF11
PNISR	ZFC3H1
PNKD	PLEC
PNKD	PCBP1
PNKD	PHF20
PNMA5	VPREB3
PNMA5	DNAH10
PNMA5	DNMT3L
PNMA5	SOHLH1
PNMA5	HIST3H2A
PNMA5	CCDC166
PNMA5	MC2R
PNMA5	PGBD2
PNMA5	TSPAN16
PNN	RBM6
PNO1	RPP40
PNO1	AIMP2
PNO1	PPIL1
PNPLA2	FBXW5
PNPLA2	PRKCSH
PNPLA2	CDK16
PNPLA2	EHD2
PNPLA2	GNA11
PNPLA2	GRINA
PNPLA2	KLHDC3
PNPLA2	PHLDA3
PNPLA2	RBM42
PNPLA2	TMEM222
PNPLA4	MRPL36
PNPLA4	COA4
PNPLA4	OAZ3
PNPLA4	ICT1
PNPLA4	HSCB
PNPLA4	MRPL34
PNPLA4	C1orf53
PNPLA4	APOPT1
PNPLA4	C1orf50
PNPLA4	HMGCL
PNPLA4	MRPL46
PNPLA4	EMC4
PNPLA4	MKLN1
PNPLA4	MMAB
PNPLA4	RNF24
PNPLA8	KBTBD6
PNPLA8	MTRR
PNPLA8	PAQR3
PNPLA8	THAP5
PNPLA8	UTP11L
PNPLA8	ZFY
PNPLA8	ZNF254
PNPO	EIF2S2
PNPO	PDSS2
PODNL1	KIAA1024
PODNL1	CCDC74B
PODNL1	CNNM2
PODNL1	PAQR4
PODNL1	POU3F1
PODNL1	TMC2
PODNL1	ZDHHC19
PODXL	COL15A1
PODXL	KIF26A
PODXL	STOX2
PODXL	ANO1
PODXL	CLIC5
PODXL	ETS2
PODXL	FLT1
PODXL	HEYL
PODXL	HYAL1
PODXL	PTPRB
PODXL	TEK
POFUT1	UBFD1
POLA2	PVRL1
POLD4	STX10
POLD4	VPS28
POLDIP2	METTL22
POLDIP2	NUDT14
POLDIP2	ZMYND19
POLDIP2	MBLAC1
POLDIP2	SNX8
POLDIP2	COQ5
POLDIP2	COQ6
POLDIP2	DLST
POLDIP2	LONP1
POLDIP2	LRRC23
POLDIP2	MLST8
POLDIP2	PEX10
POLDIP2	PIAS2
POLDIP2	PRRT3
POLR2F	DDA1
POLR2F	MRPL22
POLR2K	UFC1
POLR2K	BRK1
POLR2K	POP5
POLR2K	MED12
POLR2K	FBXO8
POLR2K	C4orf33
POLR2K	ATP2C2
POLR2K	AIMP1
POLR2K	ASF1A
POLR2K	BECN1
POLR2K	CAAP1
POLR2K	EBAG9
POLR2K	EIF3J
POLR2K	FGF17
POLR2K	INADL
POLR2K	LTV1
POLR2K	MED4
POLR2K	MKKS
POLR2K	MYL6
POLR2K	PSTK
POLR2K	PTGR2
POLR2K	SMIM11
POLR2K	SUPT7L
POLR2K	UBE2L3
POLR2K	WDR3
POLR3A	FOXF2
POLR3H	ACAA1
POLR3H	NMT1
POMGNT1	FITM2
POMGNT1	ANO4
POMGNT1	GPR137C
POMGNT1	LYNX1
POMGNT1	SREBF2
POMP	FAM151B
POMP	EIF3J
POMP	RAD18
POMP	ZNF527
PON2	SERPINF1
POP4	PEX7
POP4	AAMDC
POP4	LACE1
POP4	MMAA
POP4	REXO2
POP4	RPE
POP4	TOM1L1
POR	BCR
POSTN	SCGN
PPAP2A	CUTC
PPAP2A	KLHL5
PPAP2B	BOC
PPAP2B	FGF10
PPAP2B	CIRBP
PPAP2B	IGFBP3
PPAP2B	MAN1C1
PPARA	C11orf82
PPARG	DMRTA1
PPARG	ELMOD3
PPARG	NID2
PPARG	SMIM3
PPFIA1	STAC
PPFIBP1	TNFAIP1
PPFIBP2	KRT8
PPIB	MIF
PPIC	SLC39A7
PPIE	NELFA
PPIE	HMGCL
PPIE	DRG1
PPIE	HTRA2
PPIE	ING4
PPIE	NIT1
PPIE	PTP4A2
PPIG	CIR1
PPIG	TERF1
PPIG	UBR1
PPIG	ZC3H7A
PPIH	PSMA5
PPIH	GPX7
PPIH	C9orf156
PPIH	MRPL18
PPIH	TRIQK
PPIL1	KIAA0391
PPIL1	CCT3
PPIL1	COQ2
PPIL1	MSMO1
PPIL1	TMEM104
PPL	RAB3IL1
PPL	DNMBP
PPL	FBLN1
PPL	MAN1B1
PPM1A	NR1H3
PPM1A	ACVRL1
PPM1A	JAG1
PPM1A	WDR26
PPM1B	ABCD2
PPM1D	CREM
PPM1E	CRP
PPP1CA	DHX29
PPP1CA	PLB1
PPP1CA	ATP6V1G1
PPP1CA	BRMS1
PPP1CA	MSH3
PPP1CA	MSN
PPP1CB	EXOC5
PPP1CB	NCKAP1
PPP1CB	RB1
PPP1CB	SHOC2
PPP1CB	TAB2
PPP1CB	THUMPD1
PPP1CB	TMBIM6
PPP1CB	TRIM44
PPP1CB	VPS13C
PPP1CB	ZMPSTE24
PPP1R11	KALRN
PPP1R11	ZC3H12B
PPP1R12A	KAT2B
PPP1R14A	PLOD2
PPP1R16B	RBP7
PPP1R17	OR1N2
PPP1R17	DEFB113
PPP1R18	ELF4
PPP1R18	ENO2
PPP1R18	BANP
PPP1R18	CASP2
PPP1R18	DUSP18
PPP1R1C	KRTAP26-1
PPP1R1C	TAS2R19
PPP1R1C	OR13C5
PPP1R1C	DNAJB8
PPP1R1C	OR2T11
PPP1R1C	ABCA13
PPP1R1C	FLJ34503*
PPP1R1C	C5orf49
PPP1R1C	CHAT
PPP1R1C	CXorf48
PPP1R1C	EML5
PPP1R1C	FGG
PPP1R1C	FRAS1
PPP1R1C	GPX5
PPP1R1C	HAPLN2
PPP1R1C	MATN3
PPP1R1C	RHD
PPP1R2	FBXO5
PPP1R2	CYP26A1
PPP1R2	ATP6V1G3
PPP1R2	ANP32D
PPP1R2	IPPK
PPP1R2	NUP98
PPP1R2	SALL1
PPP1R2	SPOPL
PPP1R9B	B3GALT4
PPP1R9B	CBX4
PPP1R9B	ZNF326
PPP2CB	ANP32A
PPP2CB	FAM84A
PPP2CB	IK
PPP2CB	ITGB6
PPP2CB	SETD7
PPP2CB	SLC25A30
PPP2CB	ZCRB1
PPP2R1A	DCTN1
PPP2R1A	IDH3G
PPP2R1A	PGLS
PPP2R1A	VPS51
PPP2R1A	RCN3
PPP2R1A	HSPB1
PPP2R1A	NT5DC2
PPP2R1A	CAPNS1
PPP2R1A	AP2M1
PPP2R1A	CLPTM1
PPP2R1A	CSRP1
PPP2R1A	GNAS
PPP2R1A	GPR108
PPP2R1A	MXRA8
PPP2R1A	PTOV1
PPP2R1A	RAB5C
PPP2R1A	RNF187
PPP2R1A	TADA3
PPP2R1A	ZFP36L2
PPP2R1B	C4orf19
PPP2R5A	CCSER2
PPP2R5A	RHOBTB3
PPP2R5C	CGGBP1
PPP2R5E	CPEB4
PPP2R5E	IBTK
PPP2R5E	NAA15
PPP2R5E	TNKS2
PPP3CB	ANP32A
PPP3CB	ARL5A
PPP3CB	CHMP2B
PPP3CB	KIF16B
PPP3R1	FBXL17
PPP4R1	RAF1
PPT1	AGK
PPT1	CANX
PPT1	MAP3K8
PPT1	MR1
PPT1	PTDSS1
PPT1	STAT1
PQBP1	DNAJC17
PQBP1	EIF3G
PQBP1	PAX8
PRB1	KRTAP4-1
PRB1	ZBTB12
PRB1	CABLES2
PRB1	SNORD94
PRB1	C2orf48
PRC1	NPM3
PRCP	PRDX4
PRCP	APH1A
PRCP	HSBP1
PRDM4	ZBTB38
PRDM6	DACT2
PRDM7	ZNF808
PRDM7	RLN3
PRDM7	AFP
PRDM7	SLC10A7
PRDM7	TNFSF9
PRDX2	DNPH1
PRDX2	ADI1
PRDX2	ALDOC
PRDX2	MMD
PRDX2	PRADC1
PRDX2	PRDX3
PRDX2	SMUG1
PRDX2	TOMM22
PRDX3	TRAPPC3
PRDX3	TMEM69
PRDX3	ACADVL
PRDX3	COQ6
PRDX3	PGRMC1
PRDX5	TMEM141
PRDX6	MTA3
PRDX6	BBS12
PRDX6	CCDC50
PRDX6	DARS
PRDX6	FBXO27
PRDX6	RSL1D1
PRDX6	SOX6
PREB	ALAS1
PREB	DCP2
PREB	EMC8
PREX1	ORAI2
PREX1	TTC9
PRF1	CLIC3
PRF1	GZMB
PRF1	CST7
PRF1	NKG7
PRF1	TBX21
PRF1	CD3G*
PRF1	SBK1
PRF1	CD244
PRF1	CX3CR1
PRF1	CYFIP2
PRF1	GNLY
PRF1	KLRD1
PRF1	KLRF1
PRF1	RUNX3
PRG4	FBN1
PRG4	GALNT16
PRG4	MFAP5
PRG4	NHSL1
PRG4	SFRP4
PRIMA1	IGDCC4
PRKAG1	ITM2C
PRKAG3	MYL2
PRKAG3	FAM43B
PRKAG3	FERD3L
PRKAG3	TMEM145
PRKAG3	FOXA2
PRKAG3	CRYAA
PRKAG3	GMNC
PRKAG3	A1CF
PRKAG3	CD274
PRKAG3	DIS3L2
PRKAG3	FAM71F1
PRKAG3	NGEF
PRKAG3	OR10H1
PRKAG3	PABPN1L
PRKAG3	PIP5KL1
PRKAG3	SHROOM2
PRKAG3	STRA6
PRKAG3	SYT5
PRKAG3	TAB3
PRKAG3	TMEM200C
PRKAG3	USB1
PRKAR1A	ANK2
PRKAR1A	ATF2
PRKAR1A	IFNGR1
PRKAR1A	IMPA1
PRKAR1A	JAK1
PRKAR1A	LHFP
PRKAR1A	PCMTD2
PRKAR1A	PIK3CB
PRKAR1A	RTCB
PRKAR1A	SLK
PRKAR1A	ZADH2
PRKAR2B	PCSK7
PRKAR2B	ACVR1C
PRKAR2B	EEF2
PRKAR2B	GYG2
PRKAR2B	HIBADH
PRKAR2B	LONP2
PRKAR2B	LPL
PRKAR2B	MAOA
PRKAR2B	NR1D2
PRKAR2B	SORBS1
PRKAR2B	UBA2
PRKCB	RGS10
PRKCB	FAM219B
PRKCB	LYN
PRKCB	RAB11FIP4
PRKCD	TLE3
PRKCZ	KDM6B
PRKD2	STH
PRKD3	HOXD12
PRKDC	NOL9
PRKDC	GTF2A1
PRKDC	AGO2
PRKDC	ALDH3A2
PRKDC	C10orf118
PRKDC	CDC27
PRKDC	CDC73
PRKDC	CHM
PRKDC	CLSTN1
PRKDC	COMMD2
PRKDC	CRCP
PRKDC	EFCAB14
PRKDC	H2AFV
PRKDC	HOXB3
PRKDC	LAMP2
PRKDC	MDFIC
PRKDC	NEDD1
PRKDC	PALMD
PRKDC	PAPOLA
PRKDC	PBRM1
PRKDC	RABL3
PRKDC	RBAK
PRKDC	RMI1
PRKDC	RNF220
PRKDC	SETD2
PRKDC	TCERG1
PRKDC	TCF7L2
PRKDC	TRAPPC6B
PRKDC	UGGT1
PRKDC	ZFR
PRKDC	ZNF345
PRKRA	MREG
PRKRA	CERS6
PRKRA	HLCS
PRKRA	PLXNB3
PRKRA	SEH1L
PRKRA	TCP1
PRKRA	UHRF1BP1
PRMT1	EMD
PRMT1	CCDC85B
PRMT1	PSMD13
PRMT2	CBY1
PRMT2	BBS4
PRMT2	DRG2
PRMT2	FIP1L1
PRMT2	MYNN
PRMT2	PMP22
PRMT2	PRKAG2
PRMT2	RALB
PRMT2	TMEM150C
PRMT2	ZKSCAN5
PRMT3	CCT6A
PRMT3	RBBP8
PRMT3	HOXA1
PRMT3	PRDM10
PRMT3	RFC3
PRMT3	SFPQ
PRMT3	TSEN15
PROK2	S100P
PROK2	PI3
PROK2	IL1RAP
PROK2	LRG1
PROK2	MBOAT7
PROK2	SLC11A1
PROM1	OR2L13
PROM1	INSL5
PROM1	LINC00303
PROM1	TDRG1
PROM1	ZDHHC22
PROS1	IL33
PROSC	DHRS3
PROSC	GNL2
PROSC	HARS
PROSC	PARVA
PROSC	PSMD11
PROZ	KRTAP10-1
PROZ	EFNA2
PROZ	PROB1
PROZ	RHCE
PROZ	SNORA41
PROZ	ZNF841
PRPF38B	CNTRL
PRPF38B	DBF4
PRPF38B	FXYD3
PRPF38B	SLC9A6
PRPF40A	CCDC84
PRPF4B	SNX14
PRPF4B	HERPUD2
PRPF4B	KCND3
PRPF4B	SPIN4
PRPSAP2	SULT4A1
PRR12	ZNF70
PRR12	KLHL38
PRR5	MDFI
PRRC1	DUSP15
PRRC1	EPS8
PRRC1	GOLGA3
PRRC1	TRIO
PRRC2B	ENTPD5
PRRC2B	RASL11A
PRRC2B	BCL9L
PRRC2B	COL4A2
PRRC2B	FNBP4
PRRC2B	SHANK3
PRRC2C	TMEM184A
PRRC2C	DDX58
PRRC2C	DNMT3A
PRRC2C	ERCC3
PRRC2C	ETS1
PRRC2C	N4BP1
PRRC2C	NES
PRRC2C	ORMDL2
PRRC2C	SART3
PRRC2C	SLAIN2
PRRC2C	WAPAL
PRRX1	HECA
PRRX1	MAP1A
PRRX1	PKP4
PRSS16	UBXN10
PRSS23	MTHFD1L
PRSS8	OR2H1
PRSS8	COLQ
PRUNE	GLTSCR1
PRUNE	LRRC26
PRUNE	RBBP8NL
PRUNE	CALHM1
PRUNE	KCNG2
PRUNE	CCDC64
PRUNE	TOM1L2
PSAP	DAP
PSAP	PPT1
PSAP	SPARC
PSAT1	AP5S1
PSAT1	HSP90AA1
PSEN1	FUT11
PSEN1	PUM2
PSIP1	PRIM1
PSIP1	IQCB1
PSMA2	P14*
PSMA2	OSGEPL1
PSMA2	ANAPC10
PSMA2	NKAP
PSMA2	HDDC2
PSMA2	DYNLT1
PSMA2	GOLGA7
PSMA2	IKBKB
PSMA2	LSM3
PSMA2	PSMC1
PSMA2	SSBP1
PSMA3	SEC61G
PSMA3	ACN9
PSMA3	CDC123
PSMA3	GLRX
PSMA3	PWP1
PSMA3	TIMM17A
PSMA4	LAP3
PSMA4	EBNA1BP2
PSMA4	GLOD4
PSMA4	METTL13
PSMA4	PANK3
PSMA4	SPRR1A
PSMB1	NAE1
PSMB1	IFT27
PSMB1	APOM
PSMB1	EXOSC7
PSMB1	C16orf91
PSMB1	FAM200B
PSMB1	NR2C2AP
PSMB1	PFN2
PSMB1	PIGL
PSMB1	SSBP2
PSMB10	SCO2
PSMB10	TRAPPC5
PSMB10	DDX39A
PSMB10	PDLIM2
PSMB10	PPCDC
PSMB4	HDAC3
PSMB4	C4orf27
PSMB4	PSMA7
PSMB4	ERMARD
PSMB4	HEATR5B
PSMB4	PKIG
PSMB4	RPS28
PSMB4	TMEM254-AS1
PSMB4	XRCC6
PSMB5	NUDT8
PSMB5	TOMM5
PSMB5	YIPF2
PSMB7	RPL39L
PSMB7	RPL26L1
PSMB7	C2orf76
PSMB7	MRPL27
PSMB7	CYB5R2
PSMB7	YAE1D1
PSMB7	CFLAR
PSMB7	CLYBL
PSMB7	ELAC1
PSMB7	MGST3
PSMB7	SYAP1
PSMB7	TIMM10B
PSMB8	SRGN
PSMB8	HDAC1
PSMB9	TRIM21
PSMB9	GIMAP7
PSMB9	GIMAP4
PSMB9	HCP5
PSMB9	HLA-F
PSMB9	IL32
PSMB9	NLRC5
PSMB9	TAP1
PSMC1	CRYZL1
PSMC1	SKP1
PSMC2	RAB1A
PSMC4	RHBDD2
PSMC4	AGPAT3
PSMD1	MN1
PSMD1	CEP170B
PSMD1	FAM98A
PSMD1	FGFBP2
PSMD1	GPR107
PSMD1	KIF5B
PSMD1	METTL8
PSMD1	MID1
PSMD1	OGT
PSMD1	PLIN4
PSMD1	PNPO
PSMD1	TK2
PSMD1	TMCC1
PSMD1	TWIST2
PSMD10	MOCS2
PSMD10	MED7
PSMD11	RNASEH1
PSMD11	AHCYL1
PSMD11	CAV1
PSMD11	IDE
PSMD12	MTFMT
PSMD14	VDAC1
PSMD14	ATR
PSMD14	GTF3C6
PSMD14	BPGM
PSMD14	FAM98A
PSMD14	MTCH2
PSMD14	PSAT1
PSMD14	SEC23A
PSMD14	SUB1
PSMD14	TIMM17A
PSMD14	UBE2K
PSMD2	AP3B1
PSMD2	ATP2B4
PSMD2	JUN
PSMD2	KIAA0100
PSMD2	YPEL2
PSMD3	FAM3A
PSMD3	IL17RE
PSMD3	LZTS2
PSMD3	NDRG2
PSMD3	PEX5
PSMD3	PRMT1
PSMD3	RING1
PSMD3	TSR2
PSMD6	MRPL2
PSMD6	SCYL3
PSMD6	UBE2N
PSMD7	KEAP1
PSMD7	INTS12
PSMD7	LCMT1
PSMD7	MAPKAPK5
PSMD7	KEL
PSMD7	CTRL
PSMD7	UCN2
PSMD7	GNMT
PSMD7	PRSS33
PSMD7	C9orf96
PSMD7	SLC6A5
PSMD7	C1orf177
PSMD7	PRR15L
PSMD7	BRD7
PSMD7	SNORA16A
PSMD7	CARS2
PSMD7	CD300E
PSMD7	CUL5
PSMD7	ERN1
PSMD7	GZF1
PSMD7	HEATR2
PSMD7	IDH3A
PSMD7	MAK16
PSMD7	MAP3K9
PSMD7	MTMR2
PSMD7	NSRP1
PSMD7	PAK4
PSMD7	PDE6B
PSMD7	PDLIM7
PSMD7	PLEKHB1
PSMD7	STAM2
PSMD7	TBCE
PSMD7	TMEM5
PSMD7	TRMT10B
PSMD7	WDR55
PSMD8	TRAPPC6A
PSMD8	NOL3
PSMD8	NME4
PSMD8	MRPL28
PSMD8	PSMD3
PSME3	HSP90AA1
PSMF1	ATP6V0C
PSTK	RNFT1
PTAR1	PRKACB
PTAR1	TTC9B
PTBP3	RICTOR
PTCD3	ACADSB
PTCD3	FYTTD1
PTCH1	TAF4
PTCHD1	ADAM30
PTCHD1	KRTAP4-12
PTCHD1	SLC5A4
PTCHD1	C4orf26
PTCHD1	FAM222A
PTCHD1	KCNK16
PTCHD1	SDF4
PTCHD4	C15orf62
PTCHD4	MAT1A
PTCRA	SLC8A3
PTCRA	NUDT17
PTCRA	SAMD14
PTDSS2	PWWP2B
PTEN	KLLN
PTGDR2	IQCF6
PTGDR2	TAS2R42
PTGER2	ADRB2
PTGER2	SSMEM1
PTGER2	PRKCA
PTGER2	PRR5L
PTGES	MFAP2
PTGES	GALNT12
PTGES	OSR2
PTGES	PTGIS
PTGES3	ARR3
PTGES3	ZNF432
PTGES3	BARX2
PTGES3	DENR
PTGES3	FNIP1
PTGES3	GTF3C1
PTGES3	MED6
PTGES3	PRLR
PTGES3	SLC4A1AP
PTGES3	STAU1
PTGES3	TOP3B
PTGES3	VPS37C
PTGES3	ZNHIT6
PTGFR	FAM46A
PTGFR	FGF7
PTGFR	GAS1
PTGFR	GAS7
PTGFR	SLITRK2
PTGFRN	ADAMTS3
PTGFRN	NHSL1
PTGIS	NT5E
PTGR2	ZNF311
PTGS1	TSPAN33
PTK2	EML1
PTK2	NXN
PTK6	TUBA3C
PTK7	SNORA9
PTMA	KLHL1
PTP4A2	STK40
PTP4A3	PPP2R5B
PTP4A3	GABRD
PTPLAD1	EBF2
PTPLAD1	OVGP1
